"k.vec" "diffStat.vec"
0.06 2.56928806254556
0.08 2.5310780150631
0.18 0.47550525394644
0.14 -0.305210466762629
0.01 2.76930389801111
0.12 1.58621458174896
0.12 0.540619736451985
0.06 1.72239100378333
0.14 1.55777242297327
0.03 3.02555362253393
0.03 0.900484343770754
0.04 3.75060278829073
0.06 0.943699156758593
0.01 4.79310499413992
0.1 1.99257957330337
0.09 0.594942454559583
0.07 0.997640786805762
0.03 0.452360123699914
0.07 1.222863830519
0.11 2.20502709346701
0.03 2.08150203095253
0.11 2.31187024103552
0.06 1.79655226851539
0.05 2.73500024192502
0.07 1.51993200225619
0.16 -0.0602071380080982
0.1 1.96213264300177
0.06 2.23934030063231
0.05 2.49707330775624
0.09 1.85735348365027
0.09 1.53635985849521
0.06 1.84498292585912
0.08 1.64007789294662
0.12 0.686422691220839
0.09 2.43975537120879
0.05 3.2787861611347
0.11 -0.150581359696983
0.09 1.83206509122931
0.05 1.37047862501375
0.06 1.92118812154185
0.17 0.358074735075052
0.11 1.394109905192
0.11 -0.237783667980648
0.04 1.59312478755648
0.07 2.31023891670667
0.04 3.20455517352442
0.04 2.55911902851202
0.03 3.8846426339061
0.1 1.442090706705
0.14 0.565157414047145
0.12 0.894099447319715
0.17 -0.235094084075469
0.07 3.16726393986184
0.12 0.781664142874496
0.13 1.56260908948457
0.2 -0.755104501810848
0.02 0.368954369401721
0.02 1.95204956868111
0.19 -0.163269013317866
0.13 1.49697693848591
0.05 1.00705719579765
0.09 0.995686635999655
0.11 1.2357854855805
0.11 0.0775222895056125
0.24 1.02710968659639
0.04 2.55903402390706
0.06 3.99727851101471
0.07 2.14758117245816
0.04 3.72926185690673
0.07 1.61695473018227
0.03 4.02150004788806
0.12 1.9928097543123
0.12 0.925500530434271
0.11 1.45777835430535
0.05 4.04154298760759
0.07 3.15142538520999
0.09 0.451976170315723
0.1 0.541686591999601
0.06 2.16883041348175
0.05 2.39886338068451
0.03 2.23979588711057
0.16 -0.465564490705989
0.06 2.62297945431746
0.19 -0.917092715406822
0.09 2.31726278035677
0.03 2.28793905697011
0.05 3.57730036626409
0.07 1.18120488833427
0.06 1.97600558555246
0.08 1.85812425574242
0.11 2.45103424064638
0.05 2.88502095327245
0.05 2.5707770757942
0.06 2.20953902328522
0.03 2.75030298103326
0.18 -0.248712967919203
0.05 2.12466431300472
